label;一级评论;真实二级评论数;真实点赞数;边数;最大边数;集群密度
5377;大部分同学是来寻找真理，寻找智慧的。我寻找什么？寻找潇洒。——汪曾祺;1;0;1;55119;1.8142564270033927e-05
5379;"""🥀.爱意化成风声，替我转交给你"" 𝓛𝓸𝓋𝓮 𝓉𝓊𝓇𝓃𝓈 𝒾𝓃𝓉𝓸 𝓌𝒾𝓃𝒹, 𝓰𝒾𝓋𝓮 𝒾𝓉 𝓉𝓸 𝓎𝓸𝓊 𝒻𝓸𝓇 𝓂𝓮.🥀";1;0;1;55119;1.8142564270033927e-05
5381;等春风拂尽人间长留，你要记得和心上人去白头。;1;0;1;55119;1.8142564270033927e-05
5383;我在贩卖日落，你像神明一样慷慨地将光洒向我，从此人间被点亮。后来才发现那是我眼睛里的光，可那又如何，我爱慕的是你，而非你发着光的模样;1;0;1;55119;1.8142564270033927e-05
5385;“我在黄昏写上一封书信 载着落日的余晖和银河的浪漫 寄给你 寄给温柔本身.”;1;0;1;55119;1.8142564270033927e-05
5387;刹那的光辉不是永恒 ——张国荣;1;0;1;55119;1.8142564270033927e-05
5389;我向来三分钟热度，一天有1440分钟，所以因为你，我每天都沸腾480遍;1;0;1;55119;1.8142564270033927e-05
5391;愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光，就令萤火一般，也可以在黑暗里发一点光，不必等候炬火。 此后如竟没有炬火：我便是唯一的光。 ——鲁迅;1;1;2;55119;3.6285128540067854e-05
5393;我希望你一直发光，而我永远为你热泪盈眶;1;0;1;55119;1.8142564270033927e-05
5395;𝓘 𝔀𝓪𝓼 𝓷𝓮𝓿𝓮𝓻 𝓲𝓵𝓵𝓾𝓶𝓲𝓷𝓪𝓽𝓮𝓭, 𝓫𝓾𝓽 𝔂𝓸𝓾 𝓫𝓮𝓬𝓪𝓶𝓮 𝓶𝔂 𝓶𝓸𝓸𝓷𝓵𝓲𝓰𝓱𝓽. 我从未被照亮，唯独你成为了我的月光;1;0;1;55119;1.8142564270033927e-05
5397;真正让人变好的选择，过程都不会很舒服。你明知道躺在床上睡懒觉更舒服，但还是一早就起床；你明知道什么都不做比较轻松，但依旧选择追逐梦想。这就是生活，你必须坚持下去。 ​;1;0;1;55119;1.8142564270033927e-05
5399;"“知你生来傲骨而非淤泥之花” ""𝓚𝓷𝓸𝔀 𝓽𝓱𝓪𝓽 𝔂𝓸𝓾 𝔀𝓮𝓻𝓮 𝓫𝓸𝓻𝓷 𝓹𝓻𝓸𝓾𝓭, 𝓷𝓸𝓽 𝓽𝓱𝓮 𝓯𝓵𝓸𝔀𝓮𝓻 𝓸𝓯 𝓽𝓱𝓮 𝓶𝓾𝓭.""";1;1;2;55119;3.6285128540067854e-05
5401;善良犹如一杯清水，透明而纯净，宛如一朵荷花，淡雅而芬芳，恰似一篇乐章，美妙而动听。;1;1;2;55119;3.6285128540067854e-05
5403;“思念溶于海洋 星河凝聚爱意化成滔滔不绝的海水绵延长存.”;1;1;2;55119;3.6285128540067854e-05
5442;很全面，辛苦了[作揖];1;0;1;55119;1.8142564270033927e-05
5453;保障为主也是好的。房子应该用来住[微笑];1;0;1;55119;1.8142564270033927e-05
5455;还是保障为主;1;0;1;55119;1.8142564270033927e-05
5457;安居那帮说快来人额抢地盘了;1;0;1;55119;1.8142564270033927e-05
5463;呵呵，层层下来，真正用到地方又有多少。;3;13;16;55119;0.00029028102832054283
5483;老城区 七几年、八几年的房子就是不管呗;1;0;1;55119;1.8142564270033927e-05
5487;钱呢？房呢？现在航空港区不给房不给钱，村支书强制让签字拆迁;1;2;3;55119;5.442769281010178e-05
5512;供过于求就继续跌，所以都不买[doge]，还会降;2;3;5;55119;9.071282135016963e-05
5519;不卖亏五年，买了亏一辈子[doge];1;1;2;55119;3.6285128540067854e-05
5601;我理解为无名专家等同水军;1;0;1;55119;1.8142564270033927e-05
5609;千万不;2;0;2;55119;3.6285128540067854e-05
5612;可以让专家多买点[哈哈][哈哈];1;3;4;55119;7.257025708013571e-05
5614;哈哈哈哈买;1;0;1;55119;1.8142564270033927e-05
5616;专家说了：做人不买房，做鬼也流浪。;1;1;2;55119;3.6285128540067854e-05
5618;建议专家有多远滚多远;1;0;1;55119;1.8142564270033927e-05
5620;前几天说完信用卡，又开始说房了。哎……;1;0;1;55119;1.8142564270033927e-05
5633;保守了 也许是一辈子白忙;1;0;1;55119;1.8142564270033927e-05
5663;在央企，被关系户顶岗的我，现在月薪两千多，领导可是一分不少。将来真过不下去了，我就找他们一换一。;2;8;10;55119;0.00018142564270033927
5675;关注;1;1;2;55119;3.6285128540067854e-05
5677;学法律涨知识#张警官普法# @法治四川 ;1;4;5;55119;9.071282135016963e-05
5688;支持;2;0;2;55119;3.6285128540067854e-05
5691;提早规划老年生活是很必须的[心][心];1;1;2;55119;3.6285128540067854e-05
5693;学到了;1;1;2;55119;3.6285128540067854e-05
5697;兴百姓（），亡百姓（）[泪];1;0;1;55119;1.8142564270033927e-05
5699;陕西农村19年退休金50元/月。。。。现在估计也差不多，哎;1;0;1;55119;1.8142564270033927e-05
5705;海南房地产投资价值巨大！;1;0;1;55119;1.8142564270033927e-05
5711;有个屁;1;0;1;55119;1.8142564270033927e-05
5718;能，但是00后们就说不准了[doge];2;1;3;55119;5.442769281010178e-05
5771;23年的政府补贴，一部分发一部分没发，说没钱了，24年后面再发;1;0;1;55119;1.8142564270033927e-05
5774;老了就延迟退休年龄;1;0;1;55119;1.8142564270033927e-05
5778;把养孩子的钱省着自己养老不香吗？;3;26;29;55119;0.0005261343638309838
5813;真的嘛……[doge];4;0;4;55119;7.257025708013571e-05
5818;这么说怎么感觉有点此处无银三百两呢，更让人担心了[允悲];1;5;6;55119;0.00010885538562020356
5823;调高社保缴纳基础;1;2;3;55119;5.442769281010178e-05
5829;我们担心的是现在可以发放吗？我们担心的是以后[允悲][允悲];20;1674;1694;55119;0.03073350387343747
5850;明年要是再涨我就不交了。;44;467;511;55119;0.009270850341987337
5895;工资五分之一全交养老保险了;21;251;272;55119;0.004934777481449228
5917;应该研究一下农民怎么养老;20;288;308;55119;0.00558790979517045
5938;我交的钱可以给我家老人发点吗…;8;173;181;55119;0.0032838041328761406
5947;我爸妈养老金一个月200多，江苏农村，年轻的时候他们种地交公粮，还必须得交好粮，也为国家建设贡献力量，但是这个养老金差别太大了。;22;193;215;55119;0.0039006513180572942
5970;压根不用担心，现在社保费年年涨，绝对够用。不够就继续涨;15;195;210;55119;0.0038099384967071248
5986;拿我们交的钱给那些以前不用交社保的人发养老金;1;124;125;55119;0.0022678205337542407
5988;得了吧。一个月交那么多养老金，离谱。我能自己给自己养老吗。。。;10;68;78;55119;0.0014151200130626462
5999;昔人已乘黄鹤去，此地空余黄鹤楼;3;57;60;55119;0.0010885538562020356
6015;不好。;3;9;12;55119;0.00021771077124040712
6034;谁问你现在能不能发了，现在发的这批有交过吗？我们担心的是我们现在交的以后能发的出来吗？;2;0;2;55119;3.6285128540067854e-05
6052;农村老人一点保证都没有;1;2;3;55119;5.442769281010178e-05
6109;养老基金，像不像拆东墙补西墙？可能投资亏了，所以目前从年轻人里取，希望能拖到未来回本。;1;0;1;55119;1.8142564270033927e-05
6192;农民老了150元一个月，还要交380元的医保，保一年清0，农民以前交公粮，交农税，现在种粮食，，农民为什么才150元一个月？没有贡献吗？为什么？合理吗？？;1;2;3;55119;5.442769281010178e-05
6199;农民 100，体制内 10000，农民公粮，体制内最近 10 多年才开始交社保，呵呵呵呵呵，伟大的民族，为人民服务[喵喵];4;67;71;55119;0.0012881220631724088
6205;想问一下退休的公务员事业单业加工资也从社保出钱吗？怎么感觉他们偷偷加好多[笑cry];1;2;3;55119;5.442769281010178e-05
6221;不信！你们还说过：“只生一个好，政府来养老”;1;2;3;55119;5.442769281010178e-05
6230;我们不担心现在的，我们担心以后的我们自己的！[笑cry]我们担心的是，社保缴费基数还会不会连年增长？我们担心的是，我们是不是被牺牲的一代人？[笑cry][笑cry][笑cry];3;27;30;55119;0.0005442769281010178
6239;现在领养老金的那些人之前可都没交过养老金！！！艹 应该停止发放好吧;1;10;11;55119;0.0001995682069703732
6246;党员不发挥带头作用？和农民兄弟领一样养老金？;5;43;48;55119;0.0008708430849616285
6277;老铁，如何解毒？;1;0;1;55119;1.8142564270033927e-05
6427;怎么操作？;1;0;1;55119;1.8142564270033927e-05
6429;2019年之前的昵？;1;0;1;55119;1.8142564270033927e-05
6470;银行同意吗?;1;3;4;55119;7.257025708013571e-05
6483;2020年赣州首套住房利率下限是多少呢，不知道怎么查[允悲];1;0;1;55119;1.8142564270033927e-05
6489;组合贷里的商贷呢;1;0;1;55119;1.8142564270033927e-05
6501;那个下限一直没解读过;2;2;4;55119;7.257025708013571e-05
6513;lpr之前，上浮百分之多少的那种，当时的房贷政策利率下限是多少，没有公布啊;1;0;1;55119;1.8142564270033927e-05
6543;好事[给力];1;0;1;55119;1.8142564270033927e-05
6550;你提供除降价之外的一切利好，我提供除购买之外的一切支持。;1;30;31;55119;0.0005624194923710517
6565;这是楼卖不动了;1;2;3;55119;5.442769281010178e-05
6567;2019.10.8之前的不调整一下?;2;0;2;55119;3.6285128540067854e-05
6589;为什么不是自动降，还得去申请。申请是不是得审批。这一拖就2024年了。;2;3;5;55119;9.071282135016963e-05
6597;申请了人家不一定同意怎么办[doge];1;3;4;55119;7.257025708013571e-05
6599;2019.10.08之前的呢？;4;8;12;55119;0.00021771077124040712
6606;@沐沐的小阿飞;3;0;3;55119;5.442769281010178e-05
6617;关注;1;1;2;55119;3.6285128540067854e-05
6619;关注;1;0;1;55119;1.8142564270033927e-05
6621;关注一下;1;0;1;55119;1.8142564270033927e-05
6623;关注;1;0;1;55119;1.8142564270033927e-05
6625;关注@成都发布;1;0;1;55119;1.8142564270033927e-05
6627;关注;1;0;1;55119;1.8142564270033927e-05
6629;关注;1;0;1;55119;1.8142564270033927e-05
6631;关注;1;1;2;55119;3.6285128540067854e-05
6633;关注;1;0;1;55119;1.8142564270033927e-05
6635;关注;1;0;1;55119;1.8142564270033927e-05
6637;关注;1;0;1;55119;1.8142564270033927e-05
6639;关注[鲜花][鲜花];1;0;1;55119;1.8142564270033927e-05
6641;关注;1;0;1;55119;1.8142564270033927e-05
6643;关注[鲜花];1;0;1;55119;1.8142564270033927e-05
6645;[话筒];1;0;1;55119;1.8142564270033927e-05
6647;关注;1;0;1;55119;1.8142564270033927e-05
6651;19年10月之前的呢？;7;2;9;55119;0.00016328307843030534
6661;19年10月之前的呢？;1;1;2;55119;3.6285128540067854e-05
6666;是不是只要有房贷未还清的就可以申请降低利息啊？我首套房贷了20年还有10年，可以申请吗？;2;0;2;55119;3.6285128540067854e-05
6674;这，能不能说结果几个点？[允悲];5;0;5;55119;9.071282135016963e-05
6695;有懂的朋友嘛22年11月办的4.3 还能降吗;1;0;1;55119;1.8142564270033927e-05
6698;这个LPR数值是当时的LPR？还是现在的LPR;1;3;4;55119;7.257025708013571e-05
6709;昨天挨了两巴掌 今天只挨一个 真开心啊;20;55099;55119;55119;1.0
6730;笑死，这里面最好玩的不应该是仅仅只降了这么一点就没了40万吗？就这还指望人民群众感恩戴德？？;20;16099;16119;55119;0.2924399934686769
6751;是房子跌的我一夜没睡觉[允悲];18;9545;9563;55119;0.17349734211433443
6770;说的好像已经开始降了一样，需要协商的，说不定银行怎么折腾你呐[揣手];19;5531;5550;55119;0.1006912316986883
6790;五年存款利率从3一路下降到2.25。200万一年少掉1.5万，30年少45万。[doge]房贷省下来的钱，储户买单;17;4132;4149;55119;0.07527349915637076
6808;减息41万，房价跌没了100万，就好比股票分红1个点，当天低开低走跌没了5个点。这都是套路啊！;19;1832;1851;55119;0.0335818864638328
6828;有点好笑[允悲];28;1505;1533;55119;0.027812551025962008
6857;忽悠傻子[哈哈];22;848;870;55119;0.015784030914929515
6880;房子跌了200万;18;693;711;55119;0.012899363195994122
6899;炒作吧。首先要去申请，银行批不批呢。房地产现在怎么都救不活了;19;619;638;55119;0.011574956004281645
6919;银行存款利息越来越低，就是逼着储户们花钱，别再存钱了。降低人民群众的收入，提高人民群众消费水平，这就是大智慧，你们永远想不到这种谋略。。;34;362;396;55119;0.007184455450933435
6954;既然是浮动利率，那么经济好了，基准利率涨了，小陈的利率就又得涨回去[笑而不语]少了41万言之过早;29;303;332;55119;0.0060233313376512635
6984;不要高兴的这么早 谁知道什么时候又涨回去呢;18;298;316;55119;0.005733050309330721
7003;为什么不是直接自动降低，还要去跟银行协商？;33;241;274;55119;0.004971062609989296
7037;不懂就问：有那些房者激动得一夜没睡觉啦[疑问][疑问][疑问];30;201;231;55119;0.004190932346377837
7068;利息是少了不假，但是韭菜们现在有首付的钱吗[doge];16;179;195;55119;0.0035378000326566155
7085;你和人家什么关系，为什么人家睡不着第一时间告诉你啊[哼];5;154;159;55119;0.0028846677189353943
7091;都还没出细则呢;5;111;116;55119;0.0021045374553239353
7097;首套房直接自动降，而不是申请！这才是好消息！;11;123;134;55119;0.002431103612184546
7110;刚刚去买了几套，用的两成首付，然后贷款50年，保证不提前还;13;52;65;55119;0.0011792666775522053
7124;现在的房子除了刚需没人买，新房贵，二手房便宜都卖不出去，新房买到手就亏，都是有市五价，可能北上广深要好很多，其他城市惨不忍睹，我们小区从18年2.7万一平现在跌到最低1.9万那套挂了半个月还没卖出去;25;60;85;55119;0.0015421179629528838
7150;难道这不是应该的嘛[二哈]！房价上涨的时候购房者不得不买的时候，他在承受高房价的同时还不得不承受贷款银行过来宰你一刀🔪还不能反抗，没有老百姓存钱给银行🏦你银行怎么活下去，但却落井下石有啥好激动的;11;58;69;55119;0.001251836934632341
7162;老是这么搞 是资本家的手段吗 散播这种消息;1;49;50;55119;0.0009071282135016963
7164;房子，单边上涨，一定是不可持续的，然而一味看空，一味的无脑卖空也是不可行的。 国人的资产，一定要留在国内，而国内，作为资产的蓄水池，房地产不能占比过高，也不能短时间内出现被卖空的情况。我们应该鼓励创业，鼓励投资，政策不仅仅要呵护房市，更重要的是要解决就业，解决资产安全和活力升值。;5;39;44;55119;0.0007982728278814928
7170;[嘻嘻]少的41万，在8线小城又可以买一套房了～;4;38;42;55119;0.0007619876993414249
7175;房价涨了要骂房价跌了也骂[笑cry]真精彩;28;29;57;55119;0.001034126163391934
7205;我当时就没选LPR，就每个月固定挺好，涨涨降降的[允悲];13;10;23;55119;0.0004172789782107803
7220;政策力度不够大，这政策只能让有房贷的少一些压力，并不能刺激更多人买房。[开学季];1;23;24;55119;0.00043542154248081425
7235;感觉是为了让大家买房，挽留这两年的房市低迷，这样一来，担心房价上涨📈;2;3;5;55119;9.071282135016963e-05
7240;借款人可选择新发放贷款置换存量房贷，或者协商变更合同约定利率水平两种方式，调整存量首套住房商业性个人住房贷款。谁来解释解释看不懂;2;1;3;55119;5.442769281010178e-05
7245;这热搜，看来房地产真不行了;1;8;9;55119;0.00016328307843030534
7247;公积金贷款的呢？;6;4;10;55119;0.00018142564270033927
7284;6.1只能降到4.65[doge];1;4;5;55119;9.071282135016963e-05
7307;存量房贷利率怎么调？就是要符合贷款发放时当地的房地产政策，也就是不低于当时所在城市房贷利率政策的下限。这句话估计都看不懂，为什么？;1;2;3;55119;5.442769281010178e-05
7327;该哭还是该笑呢[思考];1;0;1;55119;1.8142564270033927e-05
7336;小编你能负责任讲吗？一线城市哪个能给你降到4.3？？？适合二三四线城市去存量;1;0;1;55119;1.8142564270033927e-05
7379;这样房价真要跌了感觉;1;1;2;55119;3.6285128540067854e-05
7537;刚刚东拼西凑 借遍了父母兄弟 丈母娘，凑够了首付，如果来个房产税，真的太难了，行行好吧，让年轻人看得见未来吧;1;0;1;55119;1.8142564270033927e-05
7543;全能分析师[中国赞];2;1;3;55119;5.442769281010178e-05
7546;26-28年适合买房也适用于北京吗[doge];1;1;2;55119;3.6285128540067854e-05
7548;哥，我想了想，这个税本质上其实是增加地方税收，对吗。我们这边一没有永久产权，二我们有土地出让金。所以其实无关房价，那这个税会不会只在第一波的恐慌情绪下，影响房价下跌一个小周期（6M）。然后就又慢慢维持高位震荡消化库存;4;0;4;55119;7.257025708013571e-05
7553;最近正好打算换个大平层，你这分析的我又打鼓了[允悲]分析也适用于强省会人口净流入的城市吗;1;0;1;55119;1.8142564270033927e-05
7555;但是中国现在有学区房的政策，出生率持续下降，有没可能房价高峰期已经过了呢[笑cry];1;0;1;55119;1.8142564270033927e-05
7557;李哥有个问题想请教一下你，最近出台的25年前完成海南封关计划成为自由贸易港岛，想问问这这个会是下一个香港吗，对于我们普通人有哪些利好吗，或者适合提早去那边布局吗;2;0;2;55119;3.6285128540067854e-05
7560;小李老师，北京和强二线城市房子什么时候卖？;1;0;1;55119;1.8142564270033927e-05
7562;那什么时候适合卖房;1;0;1;55119;1.8142564270033927e-05
7564;房产税只会在卖地收入锐减才会出来，还得好久;1;1;2;55119;3.6285128540067854e-05
7610;我们的目标就是北美式居住环境，我的希冀就是全部中国同胞不用坐电梯上楼。;1;2;3;55119;5.442769281010178e-05
7616;过桥费又不是中介公司独吞。成交量放大的话，中介费不是更香？视野能不能开阔点;1;0;1;55119;1.8142564270033927e-05
7636;带鸭？;1;0;1;55119;1.8142564270033927e-05
7641;我的想法是，这个除非是国家来承接！买房的人在缺心眼也不会去接，起码我不会！这就是接班还债，不是缺心眼的问题，真去接了，根本就是没长心[允悲];2;15;17;55119;0.00030842359259057676
7654;问题是，哪来那么多接盘侠;1;14;15;55119;0.0002721384640505089
7673;带押过户好像是房主以前的利率继续沿用，以前5.88的利率，新买家可不愿意;1;0;1;55119;1.8142564270033927e-05
7679;应该旗帜鲜明的反对房住不炒。;2;4;6;55119;0.00010885538562020356
7697;也就刚需能顶顶，可是刚需能拉动产业鬼才信;1;2;3;55119;5.442769281010178e-05
7724;“黑眼圈”都能去开会，真是无解！同时，也反映了西方利益集团势力之强大！;5;60;65;55119;0.0011792666775522053
7730;通胀没有不是更好吗？;2;3;5;55119;9.071282135016963e-05
7734;听君一席话，听君一席话啊！反正我的工资，一点起色都没有，甚至还缩水了。;8;5;13;55119;0.00023585333551044105
7765;消费，数字经济，国防军工[good][good][good];1;1;2;55119;3.6285128540067854e-05
7813;《家有九凤》;2;17;19;55119;0.0003447087211306446
7817;就真的不能拍一些以前勤劳的女性怎么做到妇女能顶半边天的剧情吗？老是拍重男轻女，现在古装剧重男轻女现代剧重男轻女。我想看女性奋斗史啊;2;2;4;55119;7.257025708013571e-05
7826;还是国管的提的多[悲伤];4;3;7;55119;0.0001269979498902375
7838;问题是咋执行呢，他要有钱就不烂尾了，退款的钱从哪里来[笑cry];1;0;1;55119;1.8142564270033927e-05
7841;粉葛跟柴葛有啥区别？;4;3;7;55119;0.0001269979498902375
7846;会不会很难冲啊，藕粉我冲不好;3;0;3;55119;5.442769281010178e-05
7850;我那天冲了一包30克来吃，纯葛根粉口感很好，结果下午和晚上都睡不着觉。十神汤用青皮的那个6克的，喝了又没事。我这体质和大部分人不一样。;2;0;2;55119;3.6285128540067854e-05
7853;泡葛根粉配点啥好？红糖？桂花？酒酿？;1;2;3;55119;5.442769281010178e-05
7855;脾阳虚的人不适合经常喝粥么？;1;0;1;55119;1.8142564270033927e-05
7857;这玩意儿开水是冲成糊糊嘛？然后加红糖水嘛？可不可以当早餐吃呢？;1;0;1;55119;1.8142564270033927e-05
7859;董大产妇可以喝嘛;1;1;2;55119;3.6285128540067854e-05
7861;哺乳期可以喝吗？;1;1;2;55119;3.6285128540067854e-05
7863;刚下了一单[给力];1;0;1;55119;1.8142564270033927e-05
7865;请问孕妇可以喝吗？;1;1;2;55119;3.6285128540067854e-05
7867;葛根粉有葛根淀粉和葛根全粉两种，您这里说的葛根粉应该是葛根全粉吧？;1;1;2;55119;3.6285128540067854e-05
7872;请问孕妇可以喝吗？;1;1;2;55119;3.6285128540067854e-05
7874;葛根粉有葛根淀粉和葛根全粉两种，您这里说的葛根粉应该是葛根全粉吧？;1;1;2;55119;3.6285128540067854e-05
7879;粉葛跟柴葛有啥区别？;4;3;7;55119;0.0001269979498902375
7884;会不会很难冲啊，藕粉我冲不好;3;0;3;55119;5.442769281010178e-05
7888;我那天冲了一包30克来吃，纯葛根粉口感很好，结果下午和晚上都睡不着觉。十神汤用青皮的那个6克的，喝了又没事。我这体质和大部分人不一样。;2;0;2;55119;3.6285128540067854e-05
7891;泡葛根粉配点啥好？红糖？桂花？酒酿？;1;2;3;55119;5.442769281010178e-05
7893;脾阳虚的人不适合经常喝粥么？;1;0;1;55119;1.8142564270033927e-05
7895;这玩意儿开水是冲成糊糊嘛？然后加红糖水嘛？可不可以当早餐吃呢？;1;0;1;55119;1.8142564270033927e-05
7897;董大产妇可以喝嘛;1;1;2;55119;3.6285128540067854e-05
7899;哺乳期可以喝吗？;1;1;2;55119;3.6285128540067854e-05
7901;刚下了一单[给力];1;0;1;55119;1.8142564270033927e-05
7903;请问孕妇可以喝吗？;1;1;2;55119;3.6285128540067854e-05
7905;葛根粉有葛根淀粉和葛根全粉两种，您这里说的葛根粉应该是葛根全粉吧？;1;1;2;55119;3.6285128540067854e-05
7927;都说年底或明年[doge];2;1;3;55119;5.442769281010178e-05
7933;第三届了，代玩必须收复;1;3;4;55119;7.257025708013571e-05
7935;都说年底或明年[doge];2;1;3;55119;5.442769281010178e-05
7941;第三届了，代玩必须收复;1;3;4;55119;7.257025708013571e-05
7986;我👀过了，这哥俩四月业绩都不如中海[笑cry];1;0;1;55119;1.8142564270033927e-05
7990;支持别的国家去了？;2;0;2;55119;3.6285128540067854e-05
7998;我👀过了，这哥俩四月业绩都不如中海[笑cry];1;0;1;55119;1.8142564270033927e-05
8002;支持别的国家去了？;2;0;2;55119;3.6285128540067854e-05
8037;五一假期大家的信心重建了[good];1;0;1;55119;1.8142564270033927e-05
8040;确实带动经济了，小区马路两边停车都全天收费了[允悲];1;0;1;55119;1.8142564270033927e-05
8044;弹与不弹，释放的意思本身就不一样，你细品[憧憬][憧憬];1;0;1;55119;1.8142564270033927e-05
8047;弹与不弹，释放的意思本身就不一样，你细品[憧憬][憧憬];1;0;1;55119;1.8142564270033927e-05
8052;没说改造啥呀;1;0;1;55119;1.8142564270033927e-05
8055;没说改造啥呀;1;0;1;55119;1.8142564270033927e-05
8057;是您自己读稿录制下来的声音吗，听着很伤嗓子啊，以后新闻较多用ai读我觉得是ok的能听清;2;0;2;55119;3.6285128540067854e-05
8062;[鲜花][赞];1;0;1;55119;1.8142564270033927e-05
8066;[鲜花][赞];1;0;1;55119;1.8142564270033927e-05
8070;城中村确实是顽疾，灯下黑的管理盲区;3;12;15;55119;0.0002721384640505089
8075;因为某些事跑百京城中村走访过好几次，只能说...这是21世纪？[怒];2;5;7;55119;0.0001269979498902375
8082;城中村确实是顽疾，灯下黑的管理盲区;3;12;15;55119;0.0002721384640505089
8087;因为某些事跑百京城中村走访过好几次，只能说...这是21世纪？[怒];2;5;7;55119;0.0001269979498902375
8091;平急两用。。。。。。是啥=0=;5;4;9;55119;0.00016328307843030534
8099;W A R;5;0;5;55119;9.071282135016963e-05
8111;你好[打call];1;1;2;55119;3.6285128540067854e-05
8113;陌生[doge];1;0;1;55119;1.8142564270033927e-05
8119;无房的怎么有的公积金贷款？;2;0;2;55119;3.6285128540067854e-05
8136;请问是大兴哪个安置房？;10;0;10;55119;0.00018142564270033927
8154;换汤不换药，其实是话语的重新诠释;1;0;1;55119;1.8142564270033927e-05
8352;[话筒][话筒];1;0;1;55119;1.8142564270033927e-05
8354;？这不是昨天的吗;1;0;1;55119;1.8142564270033927e-05
8372;[鲜花][鲜花][鲜花];4;13;17;55119;0.00030842359259057676
8377;[干饭人][干饭人][干饭人]早安;5;13;18;55119;0.0003265661568606107
8383;[爱你][爱你][爱你];5;13;18;55119;0.0003265661568606107
8412;春风正好，万物可爱，人间值得，三月再见，四月你好；愿你心中有爱，遇见美好。希望在新的一个月，你事事顺心，天天好心情，好运不断，喜事连连，美梦成真！;1;2;3;55119;5.442769281010178e-05
8416;[礼物][礼物][礼物][音乐][音乐][音乐];1;4;5;55119;9.071282135016963e-05
8418;[微风][微风][微风][微风];1;4;5;55119;9.071282135016963e-05
8420;[心][心][心][心];1;4;5;55119;9.071282135016963e-05
8422;[礼物][礼物][礼物][礼物][礼物];1;4;5;55119;9.071282135016963e-05
8424;[音乐][音乐][音乐][音乐][音乐];1;4;5;55119;9.071282135016963e-05
8426;友早上好，周末愉快[咖啡][微风][鲜花];1;2;3;55119;5.442769281010178e-05
8428;回复@笑嫣然1202 的表态:上午好[鲜花][礼物];1;2;3;55119;5.442769281010178e-05
8430;回复@耕耘天地333 的表态:开心每天;1;1;2;55119;3.6285128540067854e-05
8432;回复@耕耘天地333 的表态:万事如意;1;1;2;55119;3.6285128540067854e-05
8434;好友，周末愉快[微笑][握手][赞][音乐][鲜花][微风];1;1;2;55119;3.6285128540067854e-05
8436;[心][鲜花][鲜花][鲜花];1;1;2;55119;3.6285128540067854e-05
8438;友友周末好[爱你][爱你][爱你];1;1;2;55119;3.6285128540067854e-05
8440;好友上午好！周六愉快。[干杯][干杯][鲜花][鲜花][鲜花];1;1;2;55119;3.6285128540067854e-05
8442;回复@榕下夜 的表态:美友上午好[鲜花][鲜花];1;2;3;55119;5.442769281010178e-05
8473;回复@二木_201504_扈林原创歌词_诗词 的表态:上午好[心][微风];1;2;3;55119;5.442769281010178e-05
8480;回复@二木_201504_扈林原创歌词_诗词 的表态:早上好[心][心];1;2;3;55119;5.442769281010178e-05
8485;回复@flyz枫林叶子 的表态:下午好[微风][心];1;1;2;55119;3.6285128540067854e-05
8487;回复@闲看雨落听花语 的表态:早上好[握手][心];1;1;2;55119;3.6285128540067854e-05
8489;周末愉快！[鲜花][鲜花];1;1;2;55119;3.6285128540067854e-05
8491;精彩佳作美博欣赏！[赞][赞][赞啊][赞啊];1;1;2;55119;3.6285128540067854e-05
8493;图片评论 http://t.cn/A6NL8rix;1;1;2;55119;3.6285128540067854e-05
8495;早上好[音乐][音乐];1;2;3;55119;5.442769281010178e-05
8502;[赞][赞][赞];1;0;1;55119;1.8142564270033927e-05
8504;[话筒][话筒];1;1;2;55119;3.6285128540067854e-05
8506;[赞啊];1;0;1;55119;1.8142564270033927e-05
8508;支持你;1;0;1;55119;1.8142564270033927e-05
8510;【CBA联赛赛程与成绩】http://t.cn/A6CzACUn;1;0;1;55119;1.8142564270033927e-05
8512;奋斗过程拿的住市场，更要拿的住自己！[赞][赞][赞];1;0;1;55119;1.8142564270033927e-05
8514;曲老师周末愉快，中国体育现在是臭大街了，各种新闻[允悲];1;0;1;55119;1.8142564270033927e-05
8518;男足解散[哈哈];1;0;1;55119;1.8142564270033927e-05
8521;先生我很好奇，八字能分析出具体哪年买房吗？;2;0;2;55119;3.6285128540067854e-05
8524;大师可以看下袁一琦八字吗🙏;1;0;1;55119;1.8142564270033927e-05
8528;你是外国人吗？是间谍吗？你没看出来这仅仅是玩了个文字游戏吗。“拆迁”改为“搬迁”，当然没有拆迁户了，以后叫搬迁户而已。;2;2;4;55119;7.257025708013571e-05
8531;可以展开讲讲吗;1;1;2;55119;3.6285128540067854e-05
8535;改个名字而已！;1;1;2;55119;3.6285128540067854e-05
8537;一定后悔;1;0;1;55119;1.8142564270033927e-05
8539;[允悲][允悲][允悲];1;2;3;55119;5.442769281010178e-05
8544;拆到你吗[笑cry];1;0;1;55119;1.8142564270033927e-05
8553;还有哪些坐吃租金的包租公婆，必须从制度上铲除这些不劳而获的土壤[打call];1;5;6;55119;0.00010885538562020356
8555;不要酸，没拆的已经没有补偿了[doge];2;0;2;55119;3.6285128540067854e-05
8558;可以选择不腾退吗;1;0;1;55119;1.8142564270033927e-05
8560;还是允许置换和货币化安置，这和拆迁有什么区别;1;7;8;55119;0.00014514051416027142
